Symbol,Exchange,Company_Name,PE_Ratio,ROE,Debt_To_Equity,Revenue_Growth_YoY,Profit_Growth_YoY,Operating_Cashflow,Promoter_Holding,FII_DII_Pct,Public_Pct,Latest_Close,EMA_50,EMA_200,RSI_14,Trend
JSWINFRA.NS,NSE,JSWINFRA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹506,025,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DAVANGERE.NS,NSE,DAVANGERE.NS,3.48,16.40%,0.38,12.80%,14.50%,"₹5,220,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PARAS.NS,NSE,PARAS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,825,350,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SHRIRAMFIN.NS,NSE,SHRIRAMFIN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,550,700,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
UNITECH.NS,NSE,UNITECH.NS,4.56,16.40%,0.38,12.80%,14.50%,"₹6,840,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TTML.NS,NSE,TTML.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹61,004,997",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
THOMASCOOK.NS,NSE,THOMASCOOK.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹155,325,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DELHIVERY.NS,NSE,DELHIVERY.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹747,525,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PATANJALI.NS,NSE,PATANJALI.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹521,849,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
LLOYDSENT.NS,NSE,LLOYDSENT.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹119,564,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
REDINGTON.NS,NSE,REDINGTON.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹423,449,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RAIN.NS,NSE,RAIN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹313,065,010",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SCI.NS,NSE,SCI.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹431,474,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BIOCON.NS,NSE,BIOCON.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹651,900,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
J&KBANK.NS,NSE,J&KBANK.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹273,945,007",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EMPOWER.NS,NSE,EMPOWER.NS,2.26,16.40%,0.38,12.80%,14.50%,"₹3,390,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CGCL.NS,NSE,CGCL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹387,314,987",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TATAPOWER.NS,NSE,TATAPOWER.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹571,349,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IEX.NS,NSE,IEX.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹178,334,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TCS.NS,NSE,TCS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹3,283,799,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ABFRL.NS,NSE,ABFRL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹88,889,997",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EQUITASBNK.NS,NSE,EQUITASBNK.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹119,834,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IREDA.NS,NSE,IREDA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹182,040,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RICOAUTO.NS,NSE,RICOAUTO.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹188,819,996",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AEGISLOG.NS,NSE,AEGISLOG.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,981,649,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JISLJALEQS.NS,NSE,JISLJALEQS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹46,800,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ABINFRA.NS,NSE,ABINFRA.NS,10.09,16.40%,0.38,12.80%,14.50%,"₹15,135,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CMPDI.NS,NSE,CMPDI.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹396,869,980",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CMRGREEN.NS,NSE,CMRGREEN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹333,000,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VIKRAN.NS,NSE,VIKRAN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹109,859,997",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CGPOWER.NS,NSE,CGPOWER.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,393,725,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DLF.NS,NSE,DLF.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹986,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EDELWEISS.NS,NSE,EDELWEISS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹178,515,003",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ALLCARGO.NS,NSE,ALLCARGO.NS,8.02,16.40%,0.38,12.80%,14.50%,"₹12,030,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SONATSOFTW.NS,NSE,SONATSOFTW.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹451,125,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MASTERTR.NS,NSE,MASTERTR.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹135,464,996",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TARIL.NS,NSE,TARIL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹505,875,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PARADEEP.NS,NSE,PARADEEP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹212,490,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ELITECON.NS,NSE,ELITECON.NS,17.97,16.40%,0.38,12.80%,14.50%,"₹26,954,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
STEELXIND.NS,NSE,STEELXIND.NS,12.08,16.40%,0.38,12.80%,14.50%,"₹18,120,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NSLNISP.NS,NSE,NSLNISP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹64,935,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ATHERENERG.NS,NSE,ATHERENERG.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,944,600,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MOSCHIP.NS,NSE,MOSCHIP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹371,969,994",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BCLIND.NS,NSE,BCLIND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹54,105,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GENUSPOWER.NS,NSE,GENUSPOWER.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹473,400,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PACEDIGITK.NS,NSE,PACEDIGITK.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹311,669,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RAMCOSYS.NS,NSE,RAMCOSYS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,223,175,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HATHWAY.NS,NSE,HATHWAY.NS,11.21,16.40%,0.38,12.80%,14.50%,"₹16,815,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
OIL.NS,NSE,OIL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹655,800,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TATACAP.NS,NSE,TATACAP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹536,400,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HCLTECH.NS,NSE,HCLTECH.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,752,000,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GATECH.NS,NSE,GATECH.NS,0.49,16.40%,0.38,12.80%,14.50%,"₹735,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AWL.NS,NSE,AWL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹283,410,004",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ITCHOTELS.NS,NSE,ITCHOTELS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹275,235,008",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IOB.NS,NSE,IOB.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹50,669,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ABCAPITAL.NS,NSE,ABCAPITAL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹606,449,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
LEMONTREE.NS,NSE,LEMONTREE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹170,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FINOPB.NS,NSE,FINOPB.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹256,155,006",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HINDZINC.NS,NSE,HINDZINC.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹791,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
LICI.NS,NSE,LICI.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹659,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GRMOVER.NS,NSE,GRMOVER.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹138,419,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KSHITIJPOL.NS,NSE,KSHITIJPOL.NS,2.75,16.40%,0.38,12.80%,14.50%,"₹4,125,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EIEL.NS,NSE,EIEL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹342,360,008",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
M&MFIN.NS,NSE,M&MFIN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹487,425,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HEXAGON.NS,NSE,HEXAGON.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹112,455,002",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ITDC.NS,NSE,ITDC.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,190,850,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NEWGEN.NS,NSE,NEWGEN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹836,550,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
URBANCO.NS,NSE,URBANCO.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹200,910,004",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JAYNECOIND.NS,NSE,JAYNECOIND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹137,504,997",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JTLIND.NS,NSE,JTLIND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹115,904,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
WELSPUNLIV.NS,NSE,WELSPUNLIV.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹248,834,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FILATEX.NS,NSE,FILATEX.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹105,509,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DIGITIDE.NS,NSE,DIGITIDE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹155,430,004",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VIKRAMSOLR.NS,NSE,VIKRAMSOLR.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹290,745,003",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GREAVESCOT.NS,NSE,GREAVESCOT.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹386,519,989",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TIMETECHNO.NS,NSE,TIMETECHNO.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹292,679,993",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ENGINERSIN.NS,NSE,ENGINERSIN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹345,509,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DECNGOLD.NS,NSE,DECNGOLD.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹300,134,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EXIDEIND.NS,NSE,EXIDEIND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹628,800,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AVANTEL.NS,NSE,AVANTEL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹266,070,007",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
BSE.NS,NSE,BSE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹5,631,599,854",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ATGL.NS,NSE,ATGL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,073,100,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HINDCOPPER.NS,NSE,HINDCOPPER.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹736,724,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
COFORGE.NS,NSE,COFORGE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,299,799,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HDFCLIFE.NS,NSE,HDFCLIFE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹853,125,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
INDIANB.NS,NSE,INDIANB.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,245,824,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
VINCOFE.NS,NSE,VINCOFE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹238,184,990",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MCX.NS,NSE,MCX.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹4,338,900,146",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MANAPPURAM.NS,NSE,MANAPPURAM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹492,900,009",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SPARC.NS,NSE,SPARC.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹376,559,990",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CUB.NS,NSE,CUB.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹330,315,010",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RHIM.NS,NSE,RHIM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹609,000,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PARACABLES.NS,NSE,PARACABLES.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹97,980,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ESSENTIA.NS,NSE,ESSENTIA.NS,1.17,16.40%,0.38,12.80%,14.50%,"₹1,755,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NIITLTD.NS,NSE,NIITLTD.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹143,939,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CONFIPET.NS,NSE,CONFIPET.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹113,024,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KPITTECH.NS,NSE,KPITTECH.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹827,399,963",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
LODHA.NS,NSE,LODHA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,743,600,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DEVYANI.NS,NSE,DEVYANI.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹166,544,998",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SWSOLAR.NS,NSE,SWSOLAR.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹359,115,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EMBDL.NS,NSE,EMBDL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹94,965,002",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AQYLON.NS,NSE,AQYLON.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹55,050,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KISSHT.NS,NSE,KISSHT.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹481,724,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RTNINDIA.NS,NSE,RTNINDIA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹48,675,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
OMAXE.NS,NSE,OMAXE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹145,410,004",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EMMVEE.NS,NSE,EMMVEE.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹506,699,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
AMBUJACEM.NS,NSE,AMBUJACEM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹652,875,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
RCOM.NS,NSE,RCOM.NS,0.86,16.40%,0.38,12.80%,14.50%,"₹1,290,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JAINREC.NS,NSE,JAINREC.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹512,099,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PGEL.NS,NSE,PGEL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹899,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MSPL.NS,NSE,MSPL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹55,560,001",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JUSTDIAL.NS,NSE,JUSTDIAL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,206,074,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
DELTACORP.NS,NSE,DELTACORP.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹97,439,999",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ADANIGREEN.NS,NSE,ADANIGREEN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,333,100,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NTPCGREEN.NS,NSE,NTPCGREEN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹139,470,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IKIO.NS,NSE,IKIO.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹323,490,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
TEXRAIL.NS,NSE,TEXRAIL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹177,825,005",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
STLTECH.NS,NSE,STLTECH.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹810,074,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PETRONET.NS,NSE,PETRONET.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹417,599,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
M&M.NS,NSE,M&M.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹4,624,349,854",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
INA.NS,NSE,INA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹176,805,004",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
KARURVYSYA.NS,NSE,KARURVYSYA.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹458,099,991",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JMFINANCIL.NS,NSE,JMFINANCIL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹187,890,003",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NACLIND.NS,NSE,NACLIND.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹334,440,010",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
EPACKPEB.NS,NSE,EPACKPEB.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹384,884,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
SADHNANIQ.NS,NSE,SADHNANIQ.NS,2.69,16.40%,0.38,12.80%,14.50%,"₹4,035,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
PAYTM.NS,NSE,PAYTM.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,052,000,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
HUDCO.NS,NSE,HUDCO.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹307,379,997",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JSWENERGY.NS,NSE,JSWENERGY.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹824,850,037",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
WALCHANNAG.NS,NSE,WALCHANNAG.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹372,299,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
CROMPTON.NS,NSE,CROMPTON.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹389,324,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
FIRSTCRY.NS,NSE,FIRSTCRY.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹318,929,993",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NUVOCO.NS,NSE,NUVOCO.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹565,875,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JUBLFOOD.NS,NSE,JUBLFOOD.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹643,574,982",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ANANTRAJ.NS,NSE,ANANTRAJ.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹859,800,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ADANIENSOL.NS,NSE,ADANIENSOL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,517,000,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MSTCLTD.NS,NSE,MSTCLTD.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹982,125,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
POLICYBZR.NS,NSE,POLICYBZR.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹2,416,200,073",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
INDHOTEL.NS,NSE,INDHOTEL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,114,800,018",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
NAUKRI.NS,NSE,NAUKRI.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹1,778,924,927",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ESAFSFB.NS,NSE,ESAFSFB.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹53,715,002",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
IGL.NS,NSE,IGL.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹227,339,996",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
LANDSMILL.NS,NSE,LANDSMILL.NS,0.75,16.40%,0.38,12.80%,14.50%,"₹1,125,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
ARFIN.NS,NSE,ARFIN.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹129,839,996",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MARKSANS.NS,NSE,MARKSANS.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹413,625,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
GANGAFO-RE.NS,NSE,GANGAFO-RE.NS,0.09,16.40%,0.38,12.80%,14.50%,"₹135,000",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
JSWCEMENT.NS,NSE,JSWCEMENT.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹209,174,995",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
MUNJALAU.NS,NSE,MUNJALAU.NS,22.50,16.40%,0.38,12.80%,14.50%,"₹159,975,002",52.39%,18.45%,29.16%,N/A,N/A,N/A,N/A,Consolidating
